gbifID	species	country
1935000521	Phylloscopus sibillatrix	Denmark
1935000548	Periparus ater	Denmark
1935000555	Periparus ater	Denmark
1935001194	Passer montanus	Denmark
1935001203	Acrocephalus palustris	Denmark
1935001228	Anthus pratensis	Denmark
1935001248	Sylvia communis	Denmark
1935001863	Cygnus olor	Denmark
1935001931	Poecile palustris	Denmark
1935001978	Emberiza citrinella	Denmark
1935002802	Sylvia borin	Denmark
1935002855	Cuculus canorus	Denmark
1935002884	Acrocephalus schoenobaenus	Denmark
1935002929	Cuculus canorus	Denmark
1935004327	Periparus ater	Denmark
1935005850	Loxia leucoptera	Denmark
1935005888	Loxia leucoptera	Denmark
1935005910	Loxia leucoptera	Denmark
1934871161	Gallinago gallinago	Germany
1934871168	Botaurus stellaris	Germany
1934968495	Passer domesticus	Germany
1934968498	Regulus ignicapilla	Germany
1934975914	Turdus merula	Germany
1934975978	Corvus corone	Germany
1934976170	Strix aluco	Germany
1934976173	Buteo buteo	Germany
1934976178	Strix aluco	Germany
1934976312	Garrulus glandarius	Germany
1934976314	Turdus philomelos	Germany
1934976319	Corvus corone	Germany
1934976449	Sitta europaea	Germany
1934976451	Pica pica	Germany
1934976452	Garrulus glandarius	Germany
1934976455	Parus major	Germany
1934982861	Turdus merula	Germany
1934984172	Turdus merula	Germany
1934984176	Cyanistes caeruleus	Germany
1934984178	Dendrocopos major	Germany
1934984180	Columba palumbus	Germany
1934984181	Dendrocopos major	Germany
1934984184	Pica pica	Germany
1934984185	Columba palumbus	Germany
1934984188	Turdus merula	Germany
1934984195	Cyanistes caeruleus	Germany
1934984198	Cyanistes caeruleus	Germany
1934984199	Turdus merula	Germany
1934984200	Turdus merula	Germany
1934985037	Sylvia atricapilla	Germany
1934985038	Sitta europaea	Germany
1934985045	Turdus merula	Germany
1934985048	Turdus merula	Germany
1934985049	Sylvia atricapilla	Germany
1934985050	Sitta europaea	Germany
1934985052	Sitta europaea	Germany
1934985053	Sylvia atricapilla	Germany
1934985115	Dryocopus martius	Germany
1934985116	Turdus merula	Germany
1934985117	Dryocopus martius	Germany
1934985118	Turdus merula	Germany
1934985119	Turdus merula	Germany
1934985120	Turdus merula	Germany
1934985123	Turdus merula	Germany
1934986265	Parus major	Germany
1934988312	Sitta europaea	Germany
1934988624	Regulus regulus	Germany
1934990787	Phoenicurus ochruros	Germany
1934990796	Phoenicurus ochruros	Germany
1934990877	Sturnus vulgaris	Germany
1934990943	Corvus cornix	Germany
1934991723	Anas platyrhynchos	Germany
1934991899	Anas platyrhynchos	Germany
1934871214	Phylloscopus trochilus	Netherlands
1934871429	Turdus philomelos	Netherlands
1934871431	Sylvia atricapilla	Netherlands
1934871435	Sylvia atricapilla	Netherlands
1934871441	Carduelis carduelis	Netherlands
1934871448	Luscinia megarhynchos	Netherlands
1934871455	Troglodytes troglodytes	Netherlands
1934871457	Erithacus rubecula	Netherlands
1934871459	Anser anser	Netherlands
1934871461	Dendrocopos major	Netherlands
1934871463	Carduelis carduelis	Netherlands
1934871467	Scolopax rusticola	Netherlands
1934871471	Carduelis carduelis	Netherlands
1934871473	Sturnus vulgaris	Netherlands
1934871474	Coloeus monedula	Netherlands
1934871475	Sylvia atricapilla	Netherlands
1934871484	Sturnus vulgaris	Netherlands
1934871486	Phoenicurus phoenicurus	Netherlands
1934871488	Regulus regulus	Netherlands
1934871490	Phoenicurus phoenicurus	Netherlands
1934871495	Regulus regulus	Netherlands
1934871506	Locustella naevia	Netherlands
1934871529	Troglodytes troglodytes	Netherlands
1934872278	Porzana porzana	Netherlands
1934873174	Coloeus monedula	Netherlands
1934873295	Sylvia communis	Netherlands
1934880164	Luscinia megarhynchos	Netherlands
1934880211	Luscinia megarhynchos	Netherlands
1934880281	Luscinia megarhynchos	Netherlands
1934881172	Chloris chloris	Netherlands
1934881374	Luscinia megarhynchos	Netherlands
1934881419	Luscinia megarhynchos	Netherlands
1934881420	Turdus philomelos	Netherlands
1934881450	Luscinia megarhynchos	Netherlands
1934881633	Sylvia borin	Netherlands
1934881703	Anthus trivialis	Netherlands
1934881705	Turdus philomelos	Netherlands
1934881761	Luscinia megarhynchos	Netherlands
1934881766	Sylvia atricapilla	Netherlands
1934881775	Sylvia communis	Netherlands
1934881778	Turdus philomelos	Netherlands
1934881793	Phoenicurus phoenicurus	Netherlands
1934881802	Phoenicurus phoenicurus	Netherlands
1934881871	Turdus philomelos	Netherlands
1934889337	Sitta europaea	Netherlands
1934891842	Anthus trivialis	Netherlands
1934891865	Lullula arborea	Netherlands
1934891873	Parus major	Netherlands
1934892754	Fringilla coelebs	Netherlands
1934892766	Phylloscopus collybita	Netherlands
1934892787	Parus major	Netherlands
1934892867	Sylvia atricapilla	Netherlands
1934894181	Chloris chloris	Netherlands
1934897114	Sylvia curruca	Netherlands
1934923789	Phylloscopus collybita	Netherlands
1934923901	Tyto alba	Netherlands
1934927724	Chloris chloris	Netherlands
1934927756	Carpodacus erythrinus	Netherlands
1934927778	Acrocephalus palustris	Netherlands
1934928113	Turdus merula	Netherlands
1934928137	Turdus merula	Netherlands
1934928178	Turdus merula	Netherlands
1934928186	Sylvia communis	Netherlands
1934928212	Turdus merula	Netherlands
1934928434	Dendrocopos major	Netherlands
1934928453	Corvus corone	Netherlands
1934932805	Erithacus rubecula	Netherlands
1934932822	Erithacus rubecula	Netherlands
1934933245	Aegithalos caudatus	Netherlands
1934934673	Turdus merula	Netherlands
1934938460	Troglodytes troglodytes	Netherlands
1934938485	Erithacus rubecula	Netherlands
1934942283	Branta leucopsis	Netherlands
1934942334	Branta leucopsis	Netherlands
1934942359	Branta leucopsis	Netherlands
1934943858	Cygnus olor	Netherlands
1934943920	Branta leucopsis	Netherlands
1934943921	Branta leucopsis	Netherlands
1934943938	Cygnus olor	Netherlands
1934943953	Cygnus olor	Netherlands
1934943971	Branta leucopsis	Netherlands
1934943993	Bucephala clangula	Netherlands
1934943994	Anas platyrhynchos	Netherlands
1934943996	Bucephala clangula	Netherlands
1934943998	Anas platyrhynchos	Netherlands
1934944000	Anas platyrhynchos	Netherlands
1934944001	Branta leucopsis	Netherlands
1934944011	Ardea cinerea	Netherlands
1934944015	Branta leucopsis	Netherlands
1934944022	Anser anser	Netherlands
1934944023	Botaurus stellaris	Netherlands
1934944033	Bucephala clangula	Netherlands
1934944043	Ardea cinerea	Netherlands
1934944046	Circus aeruginosus	Netherlands
1934944047	Branta leucopsis	Netherlands
1934944053	Crex crex	Netherlands
1934944055	Anas crecca	Netherlands
1934944058	Fulica atra	Netherlands
1934944063	Haematopus ostralegus	Netherlands
1934944067	Haematopus ostralegus	Netherlands
1934944068	Podiceps cristatus	Netherlands
1934944069	Botaurus stellaris	Netherlands
1934944073	Tachybaptus ruficollis	Netherlands
1934944077	Crex crex	Netherlands
1934944081	Haematopus ostralegus	Netherlands
1934944087	Charadrius dubius	Netherlands
1934944088	Rallus aquaticus	Netherlands
1934944089	Botaurus stellaris	Netherlands
1934944093	Pluvialis apricaria	Netherlands
1934944097	Circus aeruginosus	Netherlands
1934944098	Tachybaptus ruficollis	Netherlands
1934944099	Charadrius hiaticula	Netherlands
1934944101	Charadrius dubius	Netherlands
1934944107	Calidris alpina	Netherlands
1934944108	Haematopus ostralegus	Netherlands
1934944111	Charadrius hiaticula	Netherlands
1934944112	Coturnix coturnix	Netherlands
1934944114	Rallus aquaticus	Netherlands
1934944116	Rallus aquaticus	Netherlands
1934944120	Haematopus ostralegus	Netherlands
1934944121	Botaurus stellaris	Netherlands
1934944125	Fulica atra	Netherlands
1934944129	Charadrius hiaticula	Netherlands
1934944133	Charadrius hiaticula	Netherlands
1934944137	Charadrius hiaticula	Netherlands
1934944142	Pluvialis apricaria	Netherlands
1934944144	Recurvirostra avosetta	Netherlands
1934944150	Numenius arquata	Netherlands
1934944152	Charadrius dubius	Netherlands
1934944153	Actitis hypoleucos	Netherlands
1934944155	Tringa totanus	Netherlands
1934944157	Charadrius hiaticula	Netherlands
1934944160	Calidris temminckii	Netherlands
1934944161	Numenius arquata	Netherlands
1934944162	Actitis hypoleucos	Netherlands
1934944164	Charadrius hiaticula	Netherlands
1934944169	Gallinago gallinago	Netherlands
1934944173	Numenius arquata	Netherlands
1934944175	Charadrius hiaticula	Netherlands
1934944184	Larus argentatus	Netherlands
1934944185	Tringa glareola	Netherlands
1934944187	Tringa totanus	Netherlands
1934944188	Arenaria interpres	Netherlands
1934944190	Tringa totanus	Netherlands
1934944192	Tringa glareola	Netherlands
1934944196	Larus ridibundus	Netherlands
1934944198	Calidris alpina	Netherlands
1934944199	Actitis hypoleucos	Netherlands
1934944203	Tringa totanus	Netherlands
1934944204	Actitis hypoleucos	Netherlands
1934944207	Arenaria interpres	Netherlands
1934944212	Sterna hirundo	Netherlands
1934944213	Larus canus	Netherlands
1934944224	Columba palumbus	Netherlands
1934944227	Arenaria interpres	Netherlands
1934944230	Sterna hirundo	Netherlands
1934944235	Tringa totanus	Netherlands
1934944237	Actitis hypoleucos	Netherlands
1934944242	Actitis hypoleucos	Netherlands
1934944248	Larus argentatus	Netherlands
1934944256	Tringa totanus	Netherlands
1934944261	Larus canus	Netherlands
1934944267	Sterna hirundo	Netherlands
1934944271	Strix aluco	Netherlands
1934944285	Tringa totanus	Netherlands
1934944293	Sterna hirundo	Netherlands
1934944297	Actitis hypoleucos	Netherlands
1934944307	Apus apus	Netherlands
1934944325	Cuculus canorus	Netherlands
1934944365	Delichon urbicum	Netherlands
1934944379	Anthus trivialis	Netherlands
1934944390	Alauda arvensis	Netherlands
1934944393	Motacilla flava	Netherlands
1934944397	Motacilla flava	Netherlands
1934944406	Motacilla flava	Netherlands
1934944417	Delichon urbicum	Netherlands
1934944419	Anthus pratensis	Netherlands
1934944420	Anthus trivialis	Netherlands
1934944435	Riparia riparia	Netherlands
1934944436	Anthus pratensis	Netherlands
1934944437	Motacilla flava	Netherlands
1934944441	Motacilla flava	Netherlands
1934944447	Luscinia svecica	Netherlands
1934944448	Luscinia megarhynchos	Netherlands
1934944452	Anthus pratensis	Netherlands
1934944453	Anthus trivialis	Netherlands
1934944456	Motacilla flava	Netherlands
1934944463	Luscinia megarhynchos	Netherlands
1934944465	Phoenicurus phoenicurus	Netherlands
1934944467	Luscinia luscinia	Netherlands
1934944482	Phoenicurus phoenicurus	Netherlands
1934944484	Saxicola rubicola	Netherlands
1934944485	Motacilla alba	Netherlands
1934944487	Saxicola rubetra	Netherlands
1934944491	Luscinia megarhynchos	Netherlands
1934944510	Acrocephalus palustris	Netherlands
1934944514	Locustella luscinioides	Netherlands
1934944515	Luscinia luscinia	Netherlands
1934944522	Saxicola rubicola	Netherlands
1934944523	Hippolais icterina	Netherlands
1934944524	Saxicola rubetra	Netherlands
1934944531	Locustella luscinioides	Netherlands
1934944535	Acrocephalus schoenobaenus	Netherlands
1934944536	Acrocephalus palustris	Netherlands
1934944540	Hippolais icterina	Netherlands
1934944544	Locustella luscinioides	Netherlands
1934944549	Locustella luscinioides	Netherlands
1934944552	Acrocephalus scirpaceus	Netherlands
1934944553	Phoenicurus phoenicurus	Netherlands
1934944556	Locustella naevia	Netherlands
1934944559	Locustella luscinioides	Netherlands
1934944560	Acrocephalus arundinaceus	Netherlands
1934944562	Turdus philomelos	Netherlands
1934944564	Acrocephalus palustris	Netherlands
1934944568	Hippolais icterina	Netherlands
1934944579	Locustella naevia	Netherlands
1934944587	Acrocephalus scirpaceus	Netherlands
1934944590	Phylloscopus collybita	Netherlands
1934944591	Sylvia borin	Netherlands
1934944592	Hippolais icterina	Netherlands
1934944594	Acrocephalus arundinaceus	Netherlands
1934944595	Sylvia borin	Netherlands
1934944610	Sylvia atricapilla	Netherlands
1934944613	Locustella fluviatilis	Netherlands
1934944614	Sylvia communis	Netherlands
1934944624	Sylvia atricapilla	Netherlands
1934944626	Sylvia curruca	Netherlands
1934944627	Sylvia atricapilla	Netherlands
1934944631	Sylvia atricapilla	Netherlands
1934944635	Sylvia communis	Netherlands
1934944640	Sylvia atricapilla	Netherlands
1934944641	Sylvia communis	Netherlands
1934944643	Phylloscopus collybita	Netherlands
1934944646	Phylloscopus trochilus	Netherlands
1934944647	Sylvia communis	Netherlands
1934944651	Cyanistes caeruleus	Netherlands
1934944653	Acrocephalus arundinaceus	Netherlands
1934944654	Phylloscopus trochilus	Netherlands
1934944658	Acrocephalus scirpaceus	Netherlands
1934944659	Cyanistes caeruleus	Netherlands
1934944664	Phylloscopus trochilus	Netherlands
1934944676	Sylvia atricapilla	Netherlands
1934944679	Sylvia atricapilla	Netherlands
1934944680	Parus major	Netherlands
1934944685	Phylloscopus trochilus	Netherlands
1934944687	Cyanistes caeruleus	Netherlands
1934944696	Phylloscopus collybita	Netherlands
1934944697	Poecile montanus	Netherlands
1934944703	Poecile montanus	Netherlands
1934944715	Panurus biarmicus	Netherlands
1934944730	Phylloscopus trochilus	Netherlands
1934944740	Aegithalos caudatus	Netherlands
1934944751	Coloeus monedula	Netherlands
1934944753	Passer montanus	Netherlands
1934944762	Aegithalos caudatus	Netherlands
1934944782	Coloeus monedula	Netherlands
1934944797	Fringilla coelebs	Netherlands
1934944798	Carduelis carduelis	Netherlands
1934944801	Corvus cornix	Netherlands
1934944802	Corvus corone	Netherlands
1934944820	Spinus spinus	Netherlands
1934944821	Corvus cornix	Netherlands
1934944825	Spinus spinus	Netherlands
1934944833	Carduelis carduelis	Netherlands
1934944843	Carduelis carduelis	Netherlands
1934944846	Carduelis carduelis	Netherlands
1934944849	Emberiza citrinella	Netherlands
1934944853	Carduelis carduelis	Netherlands
1934944857	Carduelis carduelis	Netherlands
1934944858	Passer montanus	Netherlands
1934944868	Corvus cornix	Netherlands
1934944886	Coccothraustes coccothraustes	Netherlands
1934944887	Emberiza schoeniclus	Netherlands
1934944898	Linaria cannabina	Netherlands
1934944900	Emberiza schoeniclus	Netherlands
1934944908	Spinus spinus	Netherlands
1934944909	Carduelis carduelis	Netherlands
1934944924	Spinus spinus	Netherlands
1934944934	Emberiza schoeniclus	Netherlands
1934945016	Phylloscopus inornatus	Netherlands
1934945036	Corvus corax	Netherlands
1934945039	Phylloscopus inornatus	Netherlands
1934945043	Prunella modularis	Netherlands
1934945061	Accipiter gentilis	Netherlands
1934945071	Garrulus glandarius	Netherlands
1934945082	Prunella modularis	Netherlands
1934945093	Fulica atra	Netherlands
1934945121	Alauda arvensis	Netherlands
1934945125	Erithacus rubecula	Netherlands
1934945189	Coturnix coturnix	Netherlands
1934945576	Emberiza schoeniclus	Netherlands
1934945578	Gallinula chloropus	Netherlands
1934945579	Anthus pratensis	Netherlands
1934945588	Phylloscopus inornatus	Netherlands
1934945592	Tachybaptus ruficollis	Netherlands
1934945593	Phylloscopus sibillatrix	Netherlands
1934945619	Jynx torquilla	Netherlands
1934945622	Corvus corone	Netherlands
1934945625	Pica pica	Netherlands
1934945637	Streptopelia decaocto	Netherlands
1934945646	Phylloscopus inornatus	Netherlands
1934945702	Corvus corone	Netherlands
1934945769	Loxia curvirostra	Netherlands
1934946992	Caprimulgus europaeus	Netherlands
1934946998	Alauda arvensis	Netherlands
1934947031	Athene noctua	Netherlands
1934947033	Botaurus stellaris	Netherlands
1934947036	Botaurus stellaris	Netherlands
1934947048	Tringa ochropus	Netherlands
1934947052	Gallinago gallinago	Netherlands
1934947056	Gallinula chloropus	Netherlands
1934947057	Regulus ignicapilla	Netherlands
1934947086	Rallus aquaticus	Netherlands
1934947102	Acanthis flammea	Netherlands
1934947104	Numenius arquata	Netherlands
1934947116	Charadrius dubius	Netherlands
1934947118	Botaurus stellaris	Netherlands
1934947125	Turdus merula	Netherlands
1934947127	Asio otus	Netherlands
1934947137	Luscinia megarhynchos	Netherlands
1934947143	Luscinia luscinia	Netherlands
1934947145	Gallinago gallinago	Netherlands
1934947153	Tringa totanus	Netherlands
1934947154	Luscinia luscinia	Netherlands
1934947156	Vanellus vanellus	Netherlands
1934947159	Turdus merula	Netherlands
1934947160	Numenius arquata	Netherlands
1934947161	Parus major	Netherlands
1934947162	Regulus regulus	Netherlands
1934947163	Turdus iliacus	Netherlands
1934947165	Luscinia megarhynchos	Netherlands
1934947171	Tachybaptus ruficollis	Netherlands
1934947190	Turdus viscivorus	Netherlands
1934947195	Aegithalos caudatus	Netherlands
1934947196	Ardea cinerea	Netherlands
1934947199	Turdus merula	Netherlands
1934947201	Corvus frugilegus	Netherlands
1934947202	Troglodytes troglodytes	Netherlands
1934947208	Athene noctua	Netherlands
1934947209	Ardea cinerea	Netherlands
1934947210	Turdus viscivorus	Netherlands
1934947212	Turdus merula	Netherlands
